id,name,address,coordinate_val,display_phone,genre,price,rating,review_count
95bPhynOQ4bHoUqJJv6UEQ,Crop Circle,"126 MacDougal St,New York, NY 10012","(40.73003, -74.00034)",(917) 409-1666,Chinese,,4.5,10
w0KRT7v9_hsVkcRVMsD2Jg,Fu Wing Chinese Restaurant,"153 E 106th St,New York, NY 10029","(40.792308, -73.945686)",(212) 987-5329,Chinese,$,3,12
Bdneg2FELG-GNQnc-zq1YA,Momofuku Kāwi,"20 Hudson Yards,New York, NY 10001","(40.7538408290715, -74.0003704647111)",(646) 517-2699,American,$$$,4,187
MAVQQzta-liFNgoeDP5z8A,Emma Bistro,"2 Hilliard Ave,Edgewater, NJ 07020","(40.82596, -73.9743)",(201) 402-7719,American,$$,4,371
TBW3arqP85VbGqOlQ3PM1Q,West Side Wok,"691 Amsterdam Ave,New York, NY 10025","(40.79235, -73.97139)",(212) 222-2373,Chinese,,4.5,6
GknCLz8E_mC211psEX8lYg,Sushi Zo | New York,"88 W 3rd St,New York, NY 10012","(40.7297821044922, -73.9992218017578)",(646) 405-4826,Japanese,$$$$,4.5,92
Ywdce1GlDhjs8f8v7qZM_g,Unagi-Ya Hachibei,"238 E 53rd St,Fl 2,New York, NY 10022","(40.757, -73.96805)",(212) 888-8003,Japanese,$$$$,3.5,57
NlmP5x_Ykznd55Dc85ChUg,Nittis,"523 9th Ave,New York, NY 10018","(40.7567, -73.99411)",(212) 517-0939,Italian,$$,4.5,152
hdiQrGDT8enOzpxaipBzNA,Mee Noodle Shop & Grill,"223 1st Ave,New York, NY 10003","(40.7309882, -73.983084)",(212) 260-7838,Chinese,$$,3,126
i68ePkcGmSimy2_OTDo5qQ,Happy Garden 813,"513 6th Ave,New York, NY 10011","(40.73699, -73.99744)",(646) 590-4668,Chinese,,5,1
Zs-IWJ6vpGK3GcmFrBecXQ,Aroma Trattoria,"932 8th Ave,New York, NY 10019","(40.76549, -73.98355)",(212) 781-3008,Italian,$$,4.5,60
Vc7JEi0Hj6XYfSMFEUMKGg,Caviar Russe,"538 Madison Ave,Fl 2,New York, NY 10022","(40.76075, -73.97379)",(212) 980-5908,American,$$$$,4.5,128
Jhx4OoFjXFp0YxqbW0KQog,Butter Midtown,"70 W 45th St,New York, NY 10036","(40.7562781, -73.9823303)",(212) 253-2828,American,$$$,3.5,1012
MHtbBc2np3sR7jiV9GphNg,Tribeca's Kitchen,"200 Church St,New York, NY 10013","(40.7162705535921, -74.0072225927912)",(212) 227-5100,American,$$,4,503
5IR02V3Bbkcbs14yfKNDTQ,Taqueria San Pedro,"3662 Broadway,New York, NY 10031","(40.8303299, -73.94728)",(212) 491-2644,Mexican,$,3.5,128
RuvBqo2gYJXySBVjlpMIfA,Perfect Taste,"1884 Park Ave,New York, NY 10036","(40.8073952391241, -73.9377715952421)",(212) 289-6945,Chinese,,3.5,3
RPMfsbjMx0hAgpdGnw_bPg,Yummy Chinese,"21 Eldridge St,New York, NY 10002","(40.7150688, -73.99366)",(646) 683-8027,Chinese,$$,3,20
WHXgDm3kcU-aONfjR8tX0A,O Ya,"120 E 28th St,New York, NY 10016","(40.74283, -73.98319)",(212) 204-0200,Japanese,$$$$,4.5,252
5UxJoqkdYrUEjArx8YITMw,Atlantic Grill,"49 W 64th St,New York, NY 10023","(40.7722052, -73.9811767)",(212) 787-4663,American,$$$,3.5,581
5u4T6-Z-KhHrRZ9g54pugQ,Carol's Bun,"139 E Broadway,New York, NY 10002","(40.7138317002555, -73.9914554524045)",(212) 566-0203,Chinese,$,4,34
cpN0ixPR2l3QFA8Uf1BhCQ,Luna Rossa,"347 E 85th St,New York, NY 10028","(40.776596, -73.950351)",(212) 517-3118,Italian,$$$,4,114
rp8S7scxOkVVeG7dNneMGQ,L'Artusi,"228 W 10th St,New York, NY 10014","(40.73372, -74.00513)",(212) 255-5757,Italian,$$$,4.5,1843
V89tx7_QRzSq0GCvhdOCQA,Rustico Cooking,"40 W 39th St,3d Fl,New York, NY 10018","(40.7522224397433, -73.9842870476505)",(917) 602-1519,Italian,$$$$,4,56
y6XohzcYjUAQOD8U3NT_yw,The Stag's Head,"252 E 51st St,Ste 1,New York, NY 10022","(40.755592, -73.968588)",(212) 888-2453,American,$$,4,431
BUB1ej9y5RBseuy5VyOpxw,Chang Wang Restaurant,"38A Allen St,New York, NY 10002","(40.71599, -73.99175)",(212) 343-2373,Chinese,$,3.5,24
QgEre4IFSHxbUvHMe8S12g,Pinocchio Restaurant,"1748 1st Ave,New York, NY 10128","(40.77965, -73.94695)",(212) 828-5810,Italian,$$$,4,207
lP4ynyBoeFPywLg78XkMmw,Cibo E Vino,"2418 Broadway,New York, NY 10024","(40.790206, -73.9749174)",(212) 362-0096,Italian,$$,4,319
0W0m68TNPbodGCA3PhIB4w,The Black Ant,"60 2nd Ave,New York, NY 10003","(40.72578, -73.98952)",(212) 598-0300,Mexican,$$,4,535
L87p5eAKGjvkS2YZYjZcrg,Yamada Chikara NY,"249 E 49th St,New York, NY 10017","(40.75465, -73.96934)",(646) 952-0364,Japanese,$$$$,4.5,33
BPErPpKSNluwcjbKRgze3w,Xi'an Famous Foods,"328 E 78th St,New York, NY 10075","(40.77197, -73.95452)",(212) 786-2068,Chinese,$,4,523
SNhDVaf_n7VDZcfry8mYdA,The Bao,"13 St Marks Pl,New York, NY 10003","(40.72939, -73.9889199)",(212) 388-9238,Chinese,$$,4,1204
WVps4Rw-FHgEUdwtH02t3w,Chung Lan Gardens,"454 Malcolm X Blvd,New York, NY 10037","(40.8124525, -73.9417837)",(212) 281-4188,Chinese,$,3.5,5
IU7J-biFGBwrl6qKBPGStQ,Sushi Tsushima,"210 E 44th St,New York, NY 10017","(40.7516558, -73.9727916)",(212) 207-1938,Japanese,$$,3.5,243
9mawr6QwVHm5q8JRXPFjPA,San Marino Ristorante,"66 Charlton St,New York, NY 10014","(40.72697, -74.00611)",(212) 206-3766,Italian,$$,4.5,148
igd5OVR-z9ePUralGevQGw,Taco Bell,"246 E 23rd St,New York, NY 10010","(40.7381824643149, -73.9817644443767)",,Mexican,,5,4
IrlANmmvYynVviRwvOqNxg,The Bailey Pub & Brasserie,"52 William And Wall St,New York, NY 10005","(40.7068041, -74.0089388)",(212) 859-2200,American,$$,3.5,193
M9ocxj9j91I1Av32UKSeYA,Yakiniku Tohbay,"253 West 55th St,Fl 2,New York, NY 10019","(40.765354, -73.983214)",(917) 261-2165,Japanese,,4.5,18
LnMRZhKtOrW1eL04FiPYTg,Senza Gluten,"206 Sullivan St,New York, NY 10012","(40.7290911050589, -74.0003699151971)",(212) 475-7775,Italian,$$,4,571
Tias1_QRB5L-gzoSNNhOMA,Petrarca Cucina E Vino,"34 White St,New York, NY 10013","(40.7189, -74.00458)",(212) 625-2800,Italian,$$$,3.5,166
BkLXsiN84g6rlMhAR3lxKA,Gitano Garden Of Love,"76 Varick St,New York, NY 10013","(40.72291, -74.00591)",(917) 860-6082,Mexican,,3,2
q__dTB3y_aMwoqhDsg8ImQ,The Great Burrito,"10 Hilliard Ave,Edgewater, NJ 07020","(40.82605, -73.974592)",(201) 840-8778,Mexican,$$,4,220
LpSjWO4ZU6rbxGUetRp1mA,King Dumplings,"74 Hester St,New York, NY 10002","(40.71605, -73.99169)",(917) 251-1249,Chinese,$,4.5,81
iXV4FMZPru7BB_nwN_8mVw,Maiella,"4610 Center Blvd,Long Island City, NY 11109","(40.7470416595732, -73.956579002435)",(718) 606-1770,Italian,$$$,4,922
Ad3dUoLatOdNtB4LxfmmWg,Yakitori Taisho,"5 St Marks Pl,Ste 1,New York, NY 10003","(40.729535, -73.9892642)",(212) 228-5086,Japanese,$$,3.5,1574
nBm-zxAWg_oA8JNtHxPvcw,Di Di Dumpling,"38 Lexington Ave,New York, NY 10010","(40.74017, -73.98452)",(212) 466-6618,Chinese,$,3.5,177
twHJyFgUSd7wzioKQjE7Jw,Galli,"45 Mercer St,New York, NY 10013","(40.72161, -74.00127)",(212) 966-9288,Italian,$$,4,932
Xb-NlVV5gYKX2Amd_WeWoQ,Tanoshi Bento,"1372 York Ave,New York, NY 10021","(40.7676299, -73.95296)",(917) 265-8254,Japanese,$$,4,68
Vzx-7-jSEBz2g8NuGVhHvQ,Philippe By Philippe Chow,"33 E 60th St,New York, NY 10065","(40.76409, -73.97039)",(212) 644-8885,Chinese,$$$,3.5,703
sB8-R8-FYj-kJrSzTlbmgw,Coppola's West,"206 W 79th St,New York, NY 10024","(40.7831637424309, -73.9789159423279)",(212) 877-3840,Italian,$$,3.5,309
7AknGS1qVEyq_pHfmjkZtg,Wolf At Nordstrom NYC,"225 W 57th St,New York, NY 10019","(40.7661522, -73.9811393)",(212) 295-2184,Italian,,4.5,42
9dfO8RWNb8Q51sH4lPlygA,il Pastaio at Eataly Flatiron,"200 5th Ave,New York, NY 10010","(40.74197, -73.9895)",,Italian,$$,4,22
qr24KgWcZGUhKZIPyVMsNw,Maz Mezcal,"316 E 86th St,New York, NY 10028","(40.77741, -73.95103)",(212) 472-1599,Mexican,$$,3.5,365
rGuXwUtNoDp0_GmspjYwcA,Petite Soo Chow,"607 Gorge Rd,Cliffside Park, NJ 07010","(40.8245099, -73.98781)",(201) 313-1666,Chinese,$$,3.5,537
RXCCofQw1EjTcSN0ZeXfRA,Risotteria Melotti NYC,"309 E 5th St,New York, NY 10003","(40.726673363853, -73.9880919456482)",(646) 755-8939,Italian,$$,4.5,319
pDXpe-kGZia6An9PsbjAGg,Toriko NY,"76 Carmine St,New York, NY 10014","(40.72943, -74.00466)",(646) 596-8198,Japanese,$$$$,4,74
3ESDUFulPVoMJdsqPQGm0A,Golden City Chinese Restaurant,"423 9th Ave,New York, NY 10001","(40.753277148143, -73.996643608314)",(212) 736-4004,Chinese,$,3.5,82
zhvKXi26JdVGzovZaR6zQQ,Ying Qian Fuzhou Restaurant,"68 Forsyth St,New York, NY 10002","(40.71695, -73.99327)",(212) 219-9933,Chinese,,4,1
E1QQuFMX7DAEt8jV4attkA,Taste Good,"18 W 25th St,New York, NY 10010","(40.7433836718734, -73.9901636441803)",(212) 741-3223,Chinese,$,3.5,100
87C46cZ-Kbinme_hsgjspA,Teng Dragon,"2923 8th Ave,New York, NY 10039","(40.8288972792979, -73.937735451885)",(646) 998-3270,Chinese,,3.5,3
kKRzPQD6XF5Nx3pX2R8NIw,Chinelos II,"530 W 136th St,New York, NY 10031","(40.82033, -73.95378)",(212) 690-6077,Mexican,$,3.5,73
xemN4tP9RlK5c-yUT-M71Q,Mamasita Bar & Grill,"818 10th Ave,New York, NY 10019","(40.76733, -73.98945)",(212) 315-9444,Mexican,$$,4,1087
Puyzn1gagH9TsJz7EBJs3g,Baji Baji,"145 1st Ave,New York, NY 10003","(40.72817, -73.98511)",(212) 777-3888,Chinese,,4.5,19
1vhKvwPkhwuiZYFp8q5JCg,Tang S,"306 St Nicholas Ave,New York, NY 10027","(40.8110183, -73.9523964)",(212) 864-5179,Chinese,$,2.5,16
B87c3bE_u53yNYO1cmHSIw,Flor de Mayo,"2651 Broadway,New York, NY 10025","(40.797859, -73.969948)",(212) 663-5520,Chinese,$$,4,575
9_CEU7Wmvmwlyvqr-PJD6w,Ofrenda,"113 7th Ave S,New York, NY 10014","(40.73391, -74.00242)",(212) 924-2305,Mexican,$$,4,965
Zjdtcex73QIz2_MvEvDrFQ,MakiMaki,"1369 6th Ave,New York, NY 10019","(40.7633913312621, -73.9780393019703)",(212) 245-4550,Japanese,$$,4,157
dvkQIG20RjgNi-SwRr_1CQ,MAMO Restaurant,"323 W Broadway,New York, NY 10013","(40.72186, -74.00382)",(646) 964-4641,Italian,$$$,4,252
8gDvGKepYQJox-UcDm-89A,Slider Truck,"1 Hanover Sq,New York, NY 10004","(40.7228030661573, -73.9946365356445)",,American,,4,1
2VQDEQuK3xLFNktPBIpmuQ,New Aroma Chinese Restaurant,"465 W 125th St,New York, NY 10027","(40.8132171630859, -73.9557037353516)",(212) 932-8706,Chinese,$,3.5,29
axqp3pGJXnTLgq2QrPyDyQ,Benemon,"108 E 4th St,New York, NY 10003","(40.72551, -73.98838)",(212) 614-3006,Japanese,$$,4.5,558
L5eqJRy8Yx_4El6rUxWmBw,El Vez Burrito Bar,"259 Vesey St,New York, NY 10282","(40.7147356376792, -74.015635)",(212) 233-2500,Mexican,$$,4,132
XbQNANeO1E4-yanLZHgCmw,Beijing Chinese,"223 E 14th St,New York, NY 10003","(40.733059, -73.9861382)",(212) 982-8966,Chinese,$,3,21
MaZWYgvu08NLQVRcDGGvqQ,Zhen Wei Fang 臻味坊,"207 Bowery,New York, NY 10002","(40.72128, -73.99343)",(646) 767-0355,Chinese,,4,190
oUVX94JtKyLPXozC2hemCg,Manetta's Ristorante,"1076 Jackson Ave,Long Island City, NY 11101","(40.742669, -73.951806)",(718) 786-6171,Italian,$$,4,384
6Nmo6ZNNyAft93k7eSTkTA,Italian Village Pizzeria,"1494 1st Ave,New York, NY 10075","(40.771447, -73.952994)",(212) 535-5950,Italian,$,3.5,221
Y9RuXSHc0QxdPmzUP9m87g,Sushi Para Japanese,"1461 3rd Ave,New York, NY 10028","(40.776461, -73.9553339)",(212) 585-0300,Japanese,$$,3.5,212
01DAquyaFe54cYXT0SQYhA,Giovanni Venti Cinque,"25 E 83rd St,New York, NY 10028","(40.7791457515481, -73.9602393558197)",(212) 988-7300,Italian,$$,3.5,76
nrPfcOC4mGnEL-9CpoGhMg,Ming's Caffe,"28 Canal St,New York, NY 10002","(40.714321, -73.990509)",(212) 978-1888,Chinese,$,4,119
fCoLMuhgB3owA1y6pW1RRg,El Tauquitos Steak House,"2511 Third Ave,Bronx, NY 10451","(40.8104306149485, -73.9283720190345)",(718) 402-3895,Mexican,,3,2
rbIrit8gZwfyEOdEOeX7jg,Orso,"322 W 46th St,New York, NY 10036","(40.759994, -73.989025)",(212) 489-7212,Italian,$$$,4,184
_PWUuHHqyfJBrTROPR72Fw,The Taco Shop,"166 W 4th St,New York, NY 10014","(40.7319488525391, -74.0015411376953)",(212) 675-1955,Mexican,$,4,364
AUm7If5Cbvy20AnmyxE-xA,Dos Toros Taqueria,"52 W 52nd St,New York, NY 10019","(40.7607084122727, -73.9784675091505)",(347) 305-7765,Mexican,$$,4,84
8WSRmH4rsSRJN1jN0qmT_A,Café Frida,"368 Columbus Ave,New York, NY 10024","(40.7808959, -73.9764829)",(212) 712-2929,Mexican,$$,3.5,671
uW3Ia2eGVK9i9mOkBNcAcQ,Carmine's Takeout,"2450 Broadway,New York, NY 10024","(40.7912, -73.97398)",(212) 721-5493,American,,3.5,3
piH-TNcmjLq2NHE4ZtbrBA,Zucchero E Pomodori,"1435 2nd Ave,New York, NY 10021","(40.770683, -73.957319)",(212) 585-2100,Italian,$$,3.5,198
7Fv8r-NFhIqlzrFwoAuWqg,China Guan Bing,"2748 Jackson Ave,New York, NY 11101","(40.7481586, -73.9390957)",(929) 490-5345,Chinese,,5,4
W8-g8yoLUuLq_US8NqnDhQ,Patsy's Pizzeria,"1279 1st Ave,New York, NY 10065","(40.7658680230835, -73.9576601066113)",(212) 639-1000,Italian,$$,3.5,275
MoV1TGBXh9WMPduroGnIbQ,Chipotle Mexican Grill,"805 Columbus Ave,New York, NY 10025","(40.7949232, -73.9657893)",(212) 222-7389,Mexican,$,2.5,37
qrcu1K6f8WGMODdq_A8unw,Volare Restaurant,"147 W 4th St Frnt,New York, NY 10012","(40.7315434396639, -74.0006124973297)",(212) 777-2849,Italian,$$$,4.5,133
TJCyocLYrUBfbf8r0DaBXw,Tacos Grand Central,"153 E 43rd St,New York, NY 10017","(40.75164, -73.97418)",(212) 867-5545,Mexican,$,4,195
z5-TEI72RVwwtWG4CEggLw,Lunella Ristorante Italiano,"173 Mulberry St,New York, NY 10013","(40.720108, -73.997215)",(212) 966-6639,Italian,$$,3.5,236
k5NAz3-goMXKoUqPfOZ1Hw,The Smith,"55 3rd Ave,New York, NY 10003","(40.730957886229, -73.9886217)",(212) 420-9800,American,$$,3.5,1959
ZX_cFXT5vM1L-aOwJn8Iuw,La Cueva Fonda,"961 Leggett Ave,The Bronx, NY 10455","(40.81528, -73.89997)",(347) 406-5585,Mexican,,5,2
K_0tNvQd7gyabfJrodf-tw,Archer & Goat,"187 Lenox Ave,New York, NY 10026","(40.80432, -73.94835)",(917) 261-6602,American,$$,4.5,93
W_0AX5JL3QZnX1oQNxQGtw,Xochimilco Family Restaurant,"653 Melrose Ave,Bronx, NY 10455","(40.8185645, -73.9168277)",(718) 402-5400,Mexican,$$,4.5,95
Z8pm4rLTBki7OLgtbcTXEg,Corner Social,"321 Malcolm X Blvd,New York, NY 10027","(40.8085637, -73.9450228)",(212) 510-8552,American,$$,3.5,1058
6Ct7OeTRn4caY9g0swFBsw,La Contenta,"102 Norfolk St,New York, NY 10002","(40.71873, -73.98691)",(212) 432-4180,Mexican,$$,4.5,747
pbRgb9o3hegZxWeu6wAtHw,El Porton,"576 Southern Blvd,Bronx, NY 10455","(40.8123321379273, -73.9024218544364)",(718) 450-3399,Mexican,$$,4,27
rn6SmSqAYx2kLFIAxytMMQ,Kajitsu,"125 E 39th St,New York, NY 10016","(40.7498614, -73.9777215)",(212) 228-4873,Japanese,$$$$,4,242
5ZEFbq_AQV5VQFG2JKYzlA,Giorgio's of Gramercy,"27 E 21st St,New York, NY 10010","(40.7394209879325, -73.9885425567627)",(212) 477-0007,Italian,$$$,4,737
7gqMugUq_VAUlPygIT-EVg,Bar180,"4241 Broadway,New York, NY 10033","(40.8495175143563, -73.9363799999983)",(646) 928-3283,American,$$,3.5,116
Ve6GVzzJpR5QIIPdcn6ViQ,Mercato,"352 W 39th St,New York, NY 10018","(40.75619, -73.9937)",(212) 643-2000,Italian,$$,4,884
b42PcC1nCP602fiXF0a9Xg,Barbalu Restaurant,"225-227 Front St,New York, NY 10038","(40.7074747, -74.0020404)",(646) 918-6565,Italian,$$,4,289
9iC39Z1YjZKbrrCANgzBXg,Sergimmo Salumeria,"456 9th Ave,New York, NY 10018","(40.754296, -73.995498)",(212) 967-4212,Italian,$$,4,676
0cgtOfYGHv3stIZb7C9wHQ,La Perla Mexicana,"281 E 149th St,Bronx, NY 10451","(40.81739, -73.9221)",(718) 585-6425,Mexican,$,4,41
aGmsJ6_NWw5vnLS43MZLpA,Spice,"610 Amsterdam Ave,New York, NY 10024","(40.7900599, -73.97351)",(212) 875-0050,Chinese,$,2.5,52
raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,"88 Madison Ave,New York, NY 10016","(40.744509, -73.9856)",(212) 691-0555,Italian,$$$,4,1902
_XPusO4eMV3L9TiD38I4gw,Al Horno Lean Mexican Kitchen,"110 Pearl St,New York, NY 10005","(40.7045938074589, -74.0092887729406)",(212) 480-8500,Mexican,$$,3,65
diz6_4TVSP6EdWEZCZ0Acg,Kaoru,"306 E 46th St,New York, NY 10017","(40.75202, -73.96977)",(212) 867-0874,Japanese,$$,4.5,350
5dzFMuClH9CDvfaUuIKWeg,Hunan Chen's Kitchen,"1003 Columbus Ave,Ste A,New York, NY 10025","(40.80133, -73.96113)",(212) 222-1118,Chinese,$,3,40
9AXTJkwXdWaJaQkCjpj6mA,Sunday in Brooklyn,"348 Wythe Ave,Brooklyn, NY 11249","(40.714145, -73.965322)",(347) 222-6722,American,$$,4,793
Trw7ZZlMjlSLqa0owjhxhA,1742 Wine Bar,"1742 2nd Ave,New York, NY 10128","(40.780723, -73.949302)",(212) 427-1010,Italian,$$,3.5,931
vtKxYnrZld4w6wG82Vm4pg,Tribeca Grill,"375 Greenwich St,New York, NY 10013","(40.71961, -74.00991)",(212) 941-3900,American,$$$,3.5,608
uLWp1QR_W2WJImMnB706hg,Mexicue,"160 8th Ave,New York, NY 10011","(40.74202, -74.00046)",(646) 649-3133,Mexican,$$,4,421
pCfGgX0WxGASGM4-Yhr2Pw,Hao Noodle Chelsea,"343 W 14th St,New York, NY 10014","(40.7406999, -74.00436)",(646) 882-0059,Chinese,$$,4.5,400
l54FZs2AbhrDdW2C_LDLeQ,Forty Four Lounge,"44 W 44th St,New York, NY 10036","(40.755584, -73.982225)",(212) 768-5120,American,$$$,3.5,132
e4L0hsq6Q96mV2nKQ9CgNQ,Tramonti Fifth Ave,"2 W 28th St,New York, NY 10001","(40.74475, -73.98772)",(212) 464-7082,Italian,,5,16
oRdM7n-AfBPBGAlH4Q0Sag,My Pie Pizzeria Romana,"690 Lexington Ave,New York, NY 10022","(40.7608512, -73.9694809)",(212) 317-1850,Italian,$,4.5,753
8-Ug0Zjs5sL6MARspRJ7CA,Bond 45,"221 W 46th St,New York, NY 10036","(40.7591637016814, -73.9859788257256)",(212) 869-4545,Italian,$$,3.5,715
Xak3sB5LkJgjgYYf6_hQLA,Casa Taqueria,"40 Gold St,New York, NY 10038","(40.70875, -74.00583)",(212) 406-3333,Mexican,,4,63
7rc7e_mw5DefMCSBsuZYhg,Don Giovanni Ristorante,"358 W 44th St,New York, NY 10036","(40.75955, -73.9915)",(212) 581-4939,Italian,$$,3.5,476
scTDvJ2M2jDbb1ntVeIyxA,Hao Noodle - West Village,"401 6th Ave,New York, NY 10014","(40.7334863190479, -73.9998929006093)",(212) 633-8900,Chinese,$$,4,743
YoR6ouUwehLFnBQ7RAjPlw,Zawa Japanese,"354 E 66th St,New York, NY 10065","(40.76397, -73.9592)",(646) 682-7999,Japanese,$$$,4.5,101
TzVVPWK_4dhdSEpNqZwIhQ,Toscana 49,"143 East 49 St,New York, NY 10017","(40.7556957079225, -73.9717184007168)",(212) 256-0190,Italian,$$$,4,238
7vFjXvrKINtU3OV4TPqsJQ,Teng Dragon,"1516 Amsterdam Ave,New York, NY 10031","(40.8188500278556, -73.9525201544166)",(646) 476-4448,Chinese,,4.5,3
19zArMBG2qW2k16Y0i2aBA,Obicà Mozzarella Bar Pizza e Cucina,"928 Broadway,New York, NY 10010","(40.7400486, -73.9893018)",(212) 777-2754,Italian,$$,4,447
SpyQHasbnU5YkOR6PI4sNQ,Margherita NYC,"197 Grand St,New York, NY 10013","(40.7189865112305, -73.9969329833984)",(212) 226-8391,Italian,$$,4,303
ycsULlWDvuj-jop3VESy4Q,Arte Restaurant,"21 E 9th St,New York, NY 10003","(40.73241, -73.99462)",(212) 473-0077,Italian,$$$,3.5,95
VG0XPr9jSrgd8p5WPD1HaQ,Ollies To Go,"307 E 77th St,New York, NY 10075","(40.771918, -73.955451)",(917) 262-0842,Chinese,,3.5,49
tIqk0ZWGoItm4oR-l4o4aw,Dalton's Bar & Grill,"611 9th Ave,New York, NY 10036","(40.759459, -73.992285)",(212) 245-5511,American,$$,3.5,267
laQ3UStO-W9fkSaM2Y4eLw,Casa Barilla,"1290 6th Ave,New York, NY 10019","(40.7608455063764, -73.9793730976227)",(646) 559-2206,Italian,$$,3,287
l4PVoKhLuMWYZ29WQiDy1g,Dos Toros Taqueria,"2911 Broadway,New York, NY 10025","(40.80656, -73.96529)",,Mexican,,4,10
diCW3Pj1PTVRSyol_d7cZw,Chef's Table at Brooklyn Fare,"431 W 37th St,New York, NY 10018","(40.7561930774282, -73.9966090932068)",(718) 243-0050,Japanese,$$$$,4.5,523
COVGkASgKQ5aqIGn9evmgA,Arancini Bros,"88 Essex St,New York, NY 10002","(40.7180351, -73.9882738)",(212) 982-1800,Italian,$,4,46
0XuJtcq9nMdAWyhJ_fZC-w,Virgin Mary Tacos,"370 E 28th St,New York, NY 10016","(40.7400398, -73.9766541)",,Mexican,,5,6
9pgUx3dpxlT8WBuX1gFNbg,Tacos El Torito Versatile,"608 Melrose Ave,Bronx, NY 10455","(40.8172799, -73.91705)",(718) 618-7265,Mexican,,4,14
nA0FWQ0jf9yOCeuBTERC_w,Golden Mandarin Court,"61 Mott St,New York, NY 10013","(40.715966, -73.998382)",(212) 608-3838,Chinese,$$,3,201
cqj7o7uZ_jboXL0BqO4YMg,Glaze Teriyaki,"643 Lexington Ave,New York, NY 10022","(40.7591909, -73.9704258)",(212) 935-3400,Japanese,$$,3.5,310
PQd4M3cuSgdweWgLgZIslQ,Inatteso Pizzabar,"28 West St,New York, NY 10004","(40.7056571, -74.0172056)",(212) 267-8000,Italian,$$,4,315
WqmqQ8c9NivfIRn3sO2KiA,The Ribbon,"20 W 72nd St,New York, NY 10023","(40.7765198, -73.9774628)",(212) 787-5656,American,$$,3.5,404
HiNUBUR1hFwScd_OvVLQAg,La Pecora Bianca,"1133 Broadway,New York, NY 10010","(40.74358, -73.9892)",(212) 498-9696,Italian,$$,4,572
AwTOy0iINiWY3EOTNiQqEg,Take,"26 S William St,New York, NY 10004","(40.70456, -74.01096)",(212) 480-4300,American,,5,1
bJBDLBZiak_pCI5CuvAfAA,Formerly Crow's,"85 Washington Pl,New York, NY 10011","(40.7322, -74.00003)",(212) 361-0077,American,$$,4,72
wDURpY2e7gQIaB3FgQbE9A,Layali Latina,"4517 28th Ave,Astoria, NY 11103","(40.7635224737774, -73.908959)",(718) 301-8828,Mexican,,5,3
R9jTfyPlnfk23gy8VCCVAg,Shabushabu Macoron,"61 Delancey,New York, NY 10002","(40.71909, -73.99086)",(212) 925-5220,Japanese,$$$$,4.5,68
DdoubmNfPNRi9xNmcQ64ug,Tsurutontan Udon Noodle Brasserie - Midtown,"64 W 48th St,New York, NY 10036","(40.75831, -73.98079)",(212) 575-2282,Japanese,$$,3.5,455
7Oq1UdUHUGZGH_QI6N-0LQ,Hearth,"403 E 12th St,New York, NY 10009","(40.730006, -73.983225)",(646) 602-1300,American,$$$,4,720
TZto7AjdA337XIw66AOpUw,Scalinatella Restaurant,"201 E 61st St,New York, NY 10065","(40.7627823203802, -73.9654829353094)",(212) 207-8280,Italian,$$$$,4,274
dfm69NWJMqvLbQBKlaFd7w,Hung Chow Restaurant,"2266 3rd Ave,New York, NY 10035","(40.8027, -73.93688)",(212) 534-5266,Chinese,,4,4
WJIU2Cu6i6-9n-ZUE5rEQA,Sabor A Mexico Taqueria,"160 1st Ave,New York, NY 10009","(40.7284353669, -73.9844540083)",(212) 533-4002,Mexican,$$,3.5,96
tuP7STBjszTvKcQLeFMnkw,The Great Burrito,"522 Columbus Ave,New York, NY 10024","(40.786026, -73.972724)",(212) 724-5151,Mexican,$$,4,281
UXVDyIzmO5kmJnlv-HDXLg,Cafeteria,"119 7th Ave,New York, NY 10011","(40.740567590122, -73.9980747946)",(212) 414-1717,American,$$,3.5,3324
UVQ1GxmhlDVDM2acLexJ7A,Roberto's II Ristorante,"936 River Rd,Edgewater, NJ 07020","(40.826943, -73.973692)",(201) 224-2524,Italian,$$,4,88
lqYDoUA1eRjh6P9hsoi37A,Kindred,"342 E 6th St,New York, NY 10003","(40.7265, -73.98666)",,Italian,,4.5,19
8fr5FYU1ip0phERt1mrekg,Bohemian Restaurant,"57 Great Jones St,New York, NY 10012","(40.72639, -73.99236)",,Japanese,$$$,4.5,761
bjzBkF2FFMsdkCk50xseFQ,Etcetera Etcetera,"352 W 44th St,New York, NY 10036","(40.75926, -73.99115)",(212) 399-4141,Italian,$$$,4,428
ovOupYdkZOWUeDMOdt--ng,China North Dumpling,"27 Essex St,Ste A,New York, NY 10002","(40.7158, -73.9898)",,Chinese,$,4,308
6aVgixwks8EgirE1JtyDAQ,John's of 12th Street,"302 E 12th St,New York, NY 10003","(40.730685, -73.985502)",(212) 475-9531,Italian,$$,4,695
luA6pI0K6AWU_ivxqykdiA,44 & X Hell's Kitchen,"622 10th Ave,New York, NY 10036","(40.7611032, -73.9941787)",(212) 977-1170,American,$$,3.5,883
7xY3vxBy7yFF5dVAi-6hPQ,Pipo's Mexican Restaurant,"166 E 118th St,New York, NY 10035","(40.7994318892483, -73.9398034173906)",(212) 828-2382,Mexican,$,4,61
